time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-11T14:59:36.333Z,38.1409,-118.0337,10.4,3.1,ml,29,43.15,0.024,0.1668,nn,nn00778222,2020-10-13T13:16:58.040Z,"28 km SSE of Mina, Nevada",earthquake,,0.7,0.2,16,reviewed,nn,nn
2020-10-11T14:41:20.526Z,-28.5928,-112.1617,10,5.7,mww,,60,2.804,1.06,us,us6000c7k9,2020-10-13T14:51:00.040Z,"Easter Island region",earthquake,12.6,1.9,0.073,18,reviewed,us,us
2020-10-11T13:58:42.926Z,42.034,142.6771,69.12,4.5,mb,,102,0.358,0.67,us,us6000c7jx,2020-10-11T14:47:44.040Z,"42 km SE of Shizunai-furukawachō, Japan",earthquake,7,7,0.104,27,reviewed,us,us
2020-10-11T13:37:38.906Z,1.819,126.3336,39.66,4.2,mb,,111,1.465,0.36,us,us6000c7jp,2020-10-11T14:36:51.040Z,"155 km ENE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,10.3,10.7,0.141,14,reviewed,us,us
2020-10-11T13:36:34.629Z,36.1941,71.009,113.54,4.5,mb,,60,2.302,0.86,us,us6000c7jn,2020-10-12T05:36:11.846Z,"71 km SW of Ashkāsham, Afghanistan",earthquake,3.4,7.4,0.056,94,reviewed,us,us
2020-10-11T12:34:15.655Z,60.0528,-151.2721,52.9,2.5,ml,,,,1.21,ak,ak020d3jifjw,2020-10-12T04:20:14.502Z,"20 km SSE of Clam Gulch, Alaska",earthquake,,2.3,,,automatic,ak,ak
2020-10-11T12:31:47.050Z,17.936,-67.0618,11,2.51,md,18,243,0.0378,0.09,pr,pr2020285015,2020-10-11T13:21:54.437Z,"Puerto Rico region",earthquake,0.52,0.27,0.26,14,reviewed,pr,pr
2020-10-11T12:16:21.827Z,32.4016,-101.6048,2.74,2.6,mb_lg,,30,0.311,0.55,us,us6000c7j4,2020-10-11T12:23:52.040Z,"17 km SE of Ackerly, Texas",earthquake,1.6,4.4,0.068,59,reviewed,us,us
2020-10-11T11:09:24.169Z,4.5069,96.6871,153.6,4.7,mb,,141,0.762,0.83,us,us6000c7iv,2020-10-11T11:28:36.040Z,"74 km ENE of Meulaboh, Indonesia",earthquake,9.1,6.7,0.08,47,reviewed,us,us
2020-10-11T10:34:56.500Z,17.9126,-66.8721,15,2.72,md,20,205,0.0629,0.25,pr,pr2020285013,2020-10-11T11:05:34.293Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.94,0.76,0.23,16,reviewed,pr,pr
2020-10-11T08:48:37.700Z,17.9283,-67.0758,12,3.22,md,20,246,0.0519,0.11,pr,pr2020285012,2020-10-11T16:51:30.996Z,"6 km SSW of La Parguera, Puerto Rico",earthquake,0.71,0.33,0.2,19,reviewed,pr,pr
2020-10-11T07:50:01.780Z,17.9391,-67.0646,11,3.38,md,19,242,0.0365,0.08,pr,pr2020285010,2020-10-11T08:21:06.654Z,"4 km SSW of La Parguera, Puerto Rico",earthquake,0.59,0.27,0.17,14,reviewed,pr,pr
2020-10-11T07:21:00.290Z,17.9396,-67.0581,11,3.65,md,20,241,0.0329,0.1,pr,pr2020285009,2020-10-12T07:22:47.847Z,"4 km SSW of La Parguera, Puerto Rico",earthquake,0.66,0.3,0.14,12,reviewed,pr,pr
2020-10-11T07:06:13.688Z,-19.2998,-70.1674,57.19,3.8,mb,,164,0.298,0.38,us,us6000c7hu,2020-10-11T07:50:25.819Z,"92 km S of Arica, Chile",earthquake,2.9,6.6,0.255,4,reviewed,us,us
2020-10-11T06:54:53.668Z,13.1225,146.8908,10,4.7,mb,,121,2.022,0.52,us,us6000c7ht,2020-10-11T07:22:29.040Z,"221 km ESE of Yigo Village, Guam",earthquake,6,1.8,0.09,38,reviewed,us,us
2020-10-11T06:44:12.973Z,31.6174,-104.3995,5,2.8,ml,,64,0.1,0.43,us,us6000c7hl,2020-10-11T07:53:47.212Z,"61 km S of Whites City, New Mexico",earthquake,1.3,1.8,0.057,44,reviewed,us,us
2020-10-11T06:02:52.977Z,30.1324,70.2444,26.31,4.1,mb,,165,4.349,0.63,us,us6000c7hh,2020-10-11T06:48:08.040Z,"39 km WNW of Dera Ghazi Khan, Pakistan",earthquake,8.4,9.5,0.158,11,reviewed,us,us
2020-10-11T05:41:38.558Z,61.5689,-149.8237,41.2,2.6,ml,,,,0.64,ak,ak020d3fdy1l,2020-10-12T13:13:22.255Z,"6 km S of Houston, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-11T05:40:02.090Z,19.1183338165283,-155.054504394531,15.7200002670288,2.59,ml,13,276,,0.209999993,hv,hv72175826,2020-10-11T05:45:34.050Z,"39 km SSE of Fern Forest, Hawaii",earthquake,2.36,16.5900002,0.29,7,automatic,hv,hv
2020-10-11T04:56:52.952Z,36.9073,134.9003,382.33,4.1,mb,,49,2.32,0.73,us,us6000c7h1,2020-10-11T05:18:11.040Z,"135 km NW of Mikuni, Japan",earthquake,11,7.7,0.158,11,reviewed,us,us
2020-10-11T04:47:27.811Z,38.1773,-117.9738,2,2.8,ml,25,41.13,0.024,0.1609,nn,nn00778145,2020-10-12T02:25:30.696Z,"26 km SSE of Mina, Nevada",earthquake,,0.6,0.39,15,reviewed,nn,nn
2020-10-11T04:01:57.530Z,45.2194,141.4454,299.11,4.1,mb,,87,1.371,0.83,us,us6000c7g1,2020-10-11T04:43:10.040Z,"20 km ENE of Rishiri Town, Japan",earthquake,9.4,6,0.065,64,reviewed,us,us
2020-10-11T04:00:47.320Z,17.9396,-67.0515,12,3.69,md,23,236,0.0307,0.08,pr,pr2020285006,2020-10-12T17:02:33.040Z,"3 km S of La Parguera, Puerto Rico",earthquake,0.63,0.33,0.29,13,reviewed,pr,pr
2020-10-11T03:54:57.950Z,19.3993339538574,-155.279495239258,2.07999992370605,3.05999994,md,21,47,,0.319999993,hv,hv72175701,2020-10-11T03:58:06.860Z,"6 km SW of Volcano, Hawaii",earthquake,0.35,0.379999995,0.0799999982,9,automatic,hv,hv
2020-10-11T03:10:39.450Z,40.4404984,-125.0251694,-0.16,2.54,md,15,285,0.5432,0.59,nc,nc73469291,2020-10-11T04:04:07.468Z,"64km WNW of Petrolia, CA",earthquake,12.74,27.42,0.08,5,automatic,nc,nc
2020-10-11T03:06:32.310Z,18.5393,-66.7253,114,3.11,md,15,208,0.1948,0.22,pr,pr2020285005,2020-10-11T10:37:35.111Z,"7 km N of Arecibo, Puerto Rico",earthquake,1.57,0.81,0.09,5,reviewed,pr,pr
2020-10-11T02:55:00.060Z,17.9856,-66.8285,16,2.71,md,22,166,0.0518,0.15,pr,pr2020285004,2020-10-11T03:40:54.309Z,"1 km SW of Indios, Puerto Rico",earthquake,0.59,0.34,0.21,16,reviewed,pr,pr
2020-10-11T02:07:23.117Z,17.8956,-67.0797,10,2.6,ml,,210,0.08,0.72,us,us6000c7fg,2020-10-11T02:14:01.040Z,"9 km SSW of La Parguera, Puerto Rico",earthquake,1.9,1.7,0.061,35,reviewed,us,us
2020-10-11T01:59:47.580Z,17.933,-67.0655,12,2.87,md,22,237,0.0422,0.11,pr,pr2020285001,2020-10-11T02:35:18.171Z,"5 km SSW of La Parguera, Puerto Rico",earthquake,0.57,0.29,0.31,13,reviewed,pr,pr
2020-10-11T00:41:08.214Z,-14.1874,-72.9527,76.67,4.6,mb,,80,4.375,0.68,us,us6000c7f0,2020-10-11T01:09:31.040Z,"7 km ENE of Pachaconas, Peru",earthquake,8.6,3.8,0.094,34,reviewed,us,us
2020-10-10T23:43:20.190Z,17.9468,-67.0778,11,2.84,md,19,239,0.0405,0.23,pr,pr2020284018,2020-10-11T00:10:31.305Z,"4 km SW of La Parguera, Puerto Rico",earthquake,0.75,0.39,0.34,16,reviewed,pr,pr
2020-10-10T22:27:01.330Z,17.953,-67.0591,11,3.12,md,23,232,0.0222,0.15,pr,pr2020284017,2020-10-11T06:29:25.442Z,"2 km SSW of La Parguera, Puerto Rico",earthquake,0.57,0.29,0.28,17,reviewed,pr,pr
2020-10-10T21:40:09.390Z,36.35683333,-97.36266667,7.53,2.78,ml,100,34,0,0.22,ok,ok2020tysg,2020-10-12T13:36:07.458Z,"10 km NW of Perry, Oklahoma",earthquake,,0.5,0.22,41,reviewed,ok,ok
2020-10-10T21:10:13.518Z,16.5818,-95.9254,53.86,4.1,mb,,153,2.707,0.75,us,us6000c7e7,2020-10-11T18:17:43.491Z,"6 km ESE of Nejapa de Madero, Mexico",earthquake,10.4,17.8,0.124,18,reviewed,us,us
2020-10-10T20:58:37.663Z,-62.3357,-58.154,10,5,mb,,69,0.257,0.61,us,us6000c7e4,2020-10-10T21:14:56.040Z,"South Shetland Islands",earthquake,4.8,1.8,0.092,39,reviewed,us,us
2020-10-10T20:56:34.777Z,-4.442,138.5547,10,4.3,mb,,96,6.472,0.77,us,us6000c7e5,2020-10-10T22:50:21.040Z,"Papua, Indonesia",earthquake,8.7,1.9,0.113,22,reviewed,us,us
2020-10-10T20:22:28.898Z,4.7792,95.7159,96.5,4.5,mb,,128,1.305,0.82,us,us6000c7di,2020-10-10T22:36:07.040Z,"72 km SSW of Sigli, Indonesia",earthquake,7.4,4.1,0.069,61,reviewed,us,us
2020-10-10T20:12:19.004Z,-19.6875,-177.6017,557.84,4.4,mb,,163,4.549,0.91,us,us6000c7dg,2020-10-10T22:19:43.040Z,"297 km WNW of Haveluloto, Tonga",earthquake,15.6,8.4,0.089,36,reviewed,us,us
2020-10-10T19:46:41.820Z,17.9166,-66.9528,9,2.75,md,20,215,0.094,0.24,pr,pr2020284015,2020-10-10T20:13:28.638Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.63,0.8,0.29,14,reviewed,pr,pr
2020-10-10T19:12:18.881Z,56.8644,-156.1788,64.7,2.5,ml,,,,1.02,ak,ak020d200esp,2020-10-10T22:07:32.040Z,"103 km SE of Ugashik, Alaska",earthquake,,3.2,,,automatic,ak,ak
2020-10-10T18:19:44.040Z,17.947,-67.0588,12,2.6,md,11,239,0.0267,0.1,pr,pr2020284013,2020-10-10T18:57:04.434Z,"3 km SSW of La Parguera, Puerto Rico",earthquake,0.55,0.25,0.2,5,reviewed,pr,pr
2020-10-10T18:12:06.020Z,17.9451,-66.9201,7,2.53,md,13,211,0.0507,0.18,pr,pr2020284014,2020-10-10T19:03:05.314Z,"3 km SSW of Guánica, Puerto Rico",earthquake,0.61,0.32,0.42,11,reviewed,pr,pr
2020-10-10T17:38:00.874Z,24.6316,93.4817,54.6,5.4,mww,,22,0.846,0.59,us,us6000c7ce,2020-10-11T17:41:12.743Z,"33 km WNW of Moirāng, India",earthquake,6,5.2,0.069,20,reviewed,us,us
2020-10-10T17:20:02.500Z,17.94,-67.0553,11,3.21,md,23,235,0.0314,0.11,pr,pr2020284011,2020-10-10T18:49:05.040Z,"3 km SSW of La Parguera, Puerto Rico",earthquake,0.6,0.31,0.32,20,reviewed,pr,pr
2020-10-10T17:19:51.744Z,-15.8034,167.9965,178.1,4.8,mb,,112,0.842,1.22,us,us6000c7cc,2020-10-10T17:37:22.040Z,"70 km ENE of Lakatoro, Vanuatu",earthquake,7.5,5.6,0.066,76,reviewed,us,us
2020-10-10T16:41:04.826Z,69.563,-145.3124,5,2.5,ml,,102,0.382,1.22,us,us6000c7c5,2020-10-10T20:07:44.040Z,"90 km SW of Kaktovik, Alaska",earthquake,2.4,2,0.053,46,reviewed,us,us
2020-10-10T16:38:55.993Z,4.9332,32.1276,10,3.9,mb_lg,,224,3.557,0.14,us,us6000c7g9,2020-10-13T21:07:26.040Z,"61 km E of Juba, South Sudan",earthquake,13,2,0.255,4,reviewed,us,us
2020-10-10T16:31:51.440Z,17.9348,-67.0608,12,3.07,md,21,237,0.0384,0.07,pr,pr2020284009,2020-10-10T20:03:29.040Z,"4 km SSW of La Parguera, Puerto Rico",earthquake,0.56,0.27,0.21,20,reviewed,pr,pr
2020-10-10T13:25:48.990Z,19.121,-67.6641,7,3.28,md,16,250,0.7594,0.35,pr,pr2020284008,2020-10-10T14:13:46.442Z,"91 km NW of San Antonio, Puerto Rico",earthquake,2.45,2.23,0.09,12,reviewed,pr,pr
2020-10-10T13:14:57.344Z,-28.5676,-112.3045,10,5.9,mww,,50,2.901,1.02,us,us6000c7b1,2020-10-11T13:18:49.581Z,"Easter Island region",earthquake,10.8,1.8,0.075,17,reviewed,us,us
2020-10-10T11:46:26.342Z,66.2859,-157.2102,0.1,2.7,ml,,,,0.58,ak,ak020d1vg8ve,2020-10-10T13:29:56.040Z,"67 km S of Shungnak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-10T11:22:10.452Z,58.5024,-150.7889,45,4.6,ml,,,,0.63,ak,ak020d1vb29a,2020-10-13T06:18:30.947Z,"111 km SSE of Port Graham, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-10T11:09:13.130Z,17.9295,-66.9143,6,2.89,md,21,201,0.0575,0.14,pr,pr2020284007,2020-10-10T11:24:51.667Z,"4 km S of Guánica, Puerto Rico",earthquake,0.51,0.28,0.24,4,reviewed,pr,pr
2020-10-10T10:43:04.580Z,-4.6942,102.6566,53.79,4.8,mb,,89,0.445,1.01,us,us6000c7ak,2020-10-10T10:59:41.040Z,"98 km SW of Pagar Alam, Indonesia",earthquake,5.4,6,0.085,43,reviewed,us,us
2020-10-10T10:05:39.500Z,20.0586666666667,-155.394333333333,42.39,2.5,md,57,267,,0.13,hv,hv72174656,2020-10-13T22:43:29.770Z,"3 km NW of Pa‘auilo, Hawaii",earthquake,0.52,0.98,0.149067991408224,27,reviewed,hv,hv
2020-10-10T09:08:43.197Z,-5.9987,122.5764,10,4.6,mb,,95,2.641,0.76,us,us6000c7a8,2020-10-10T09:28:12.040Z,"118 km S of Katabu, Indonesia",earthquake,7.2,1.9,0.107,26,reviewed,us,us
2020-10-10T09:08:22.040Z,17.8828,-65.7005,4,2.93,md,14,303,0.2987,0.54,pr,pr2020284006,2020-10-10T17:20:35.044Z,"23 km SE of Emajagua, Puerto Rico",earthquake,4.24,2.53,0.1,10,reviewed,pr,pr
2020-10-10T08:51:46.816Z,62.0177,-150.5123,39.3,3.3,ml,,,,0.76,ak,ak020d1tp26f,2020-10-10T10:10:54.799Z,"36 km SSW of Trapper Creek, Alaska",earthquake,,1,,,automatic,ak,ak
2020-10-10T08:14:04.713Z,31.6574,-104.3792,5,2.5,ml,,62,0.104,0.52,us,us6000c79x,2020-10-10T09:10:26.040Z,"57 km S of Whites City, New Mexico",earthquake,1.1,1.8,0.055,44,reviewed,us,us
2020-10-10T07:50:14.825Z,44.1078,-115.0841,10,2.6,ml,,80,0.254,1.25,us,us6000c7bm,2020-10-11T06:36:15.320Z,"16 km SW of Stanley, Idaho",earthquake,1.9,2,0.085,18,reviewed,us,us
2020-10-10T07:48:32.649Z,44.1202,-115.0906,10,2.7,ml,,74,0.249,0.87,us,us6000c79t,2020-10-11T05:41:40.155Z,"16 km SW of Stanley, Idaho",earthquake,1.6,2,0.049,54,reviewed,us,us
2020-10-10T07:25:08.780Z,-20.4533,-179.4012,660.76,4.4,mb,,114,3.613,0.86,us,us6000c79r,2020-10-10T07:40:26.040Z,"Fiji region",earthquake,12.6,10.5,0.074,52,reviewed,us,us
2020-10-10T06:48:42.155Z,-33.7301,-72.4601,9.31,4.5,mwr,,175,0.985,0.31,us,us6000c79c,2020-10-10T13:47:47.039Z,"80 km W of San Antonio, Chile",earthquake,5.6,2.1,0.055,32,reviewed,us,us
2020-10-10T06:41:30.444Z,51.9962,-169.7394,38.29,4.8,mb,,183,0.834,0.98,us,us6000c792,2020-10-11T06:07:42.303Z,"120 km SSW of Nikolski, Alaska",earthquake,8.8,7.7,0.097,33,reviewed,us,us
2020-10-10T05:36:26.160Z,19.175,-155.471833333333,30.83,2.52,md,54,84,,0.11,hv,hv72174221,2020-10-10T06:15:15.510Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.49,0.76,0.0820380224910044,22,reviewed,hv,hv
2020-10-10T03:52:51.301Z,-38.7359,175.4369,174.04,4.3,mb,,67,0.506,0.71,us,us6000c77v,2020-10-10T04:09:14.040Z,"42 km NW of Turangi, New Zealand",earthquake,7.9,7.5,0.138,18,reviewed,us,us
2020-10-10T03:40:45.170Z,-35.252,53.9102,10,5,mww,,76,11.865,0.58,us,us6000c77u,2020-10-10T04:20:16.040Z,"Southwest Indian Ridge",earthquake,10.9,1.9,0.086,13,reviewed,us,us
2020-10-10T03:20:56.650Z,17.9495,-66.9781,5,2.8,md,22,204,0.0691,0.09,pr,pr2020284003,2020-10-10T04:23:04.964Z,"Puerto Rico region",earthquake,0.4,0.23,0.3,13,reviewed,pr,pr
2020-10-10T01:52:15.140Z,17.8133,-66.8961,9,2.5,md,20,262,0.1627,0.17,pr,pr2020284000,2020-10-10T07:23:51.804Z,"17 km S of Guánica, Puerto Rico",earthquake,0.74,0.93,0.13,6,reviewed,pr,pr
2020-10-10T01:24:11.430Z,40.3761667,-123.7326667,28.6,3.73,mw,37,35,0.1591,0.19,nc,nc73468941,2020-10-11T02:38:36.956Z,"30km NNE of Redway, CA",earthquake,0.38,0.8,,5,reviewed,nc,nc
2020-10-10T00:59:08.879Z,13.6273,-90.1327,62.13,4.3,mb,,150,1.072,0.97,us,us6000c76r,2020-10-10T01:09:46.040Z,"27 km SSW of San Francisco Menéndez, El Salvador",earthquake,5.6,13.5,0.113,22,reviewed,us,us
2020-10-09T23:05:36.383Z,57.4715,-154.7281,11.9,3.2,ml,,,,1,ak,ak020d0etbxp,2020-10-10T00:12:03.139Z,"19 km WSW of Karluk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-09T23:01:47.436Z,58.9339,-136.3481,1.4,3.1,ml,,,,0.73,ak,ak020d0eshxw,2020-10-09T23:26:32.040Z,"56 km SSW of Covenant Life, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-09T22:13:52.492Z,57.5348,-154.5866,35.2,2.5,ml,,,,0.43,ak,ak020d0e9ney,2020-10-09T22:35:48.040Z,"8 km WSW of Karluk, Alaska",earthquake,,9.2,,,automatic,ak,ak
2020-10-09T21:22:23.097Z,-17.2155,167.4266,10,5.4,mww,,24,1.771,0.71,us,us6000c760,2020-10-11T00:41:27.782Z,"110 km WNW of Port-Vila, Vanuatu",earthquake,5.6,1.7,0.071,19,reviewed,us,us
2020-10-09T21:19:48.305Z,54.7281,-161.1471,24.3,3.5,mb,,174,0.59,0.83,us,us6000c75x,2020-10-11T00:02:16.040Z,"79 km SSW of Sand Point, Alaska",earthquake,3.4,10.1,0.187,7,reviewed,us,us
2020-10-09T20:25:54.514Z,58.8668,-154.5267,121.1,2.5,ml,,,,0.66,ak,ak020d0d5cwv,2020-10-09T22:02:07.040Z,"65 km SSE of Kokhanok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-09T19:24:16.868Z,51.2959,-176.1461,27.93,4.3,mwr,,185,0.588,0.92,us,us6000c758,2020-10-10T03:26:55.013Z,"72 km SSE of Adak, Alaska",earthquake,5.2,6.9,0.098,10,reviewed,us,us
2020-10-09T18:29:33.313Z,62.791,-150.5732,70.8,2.5,ml,,,,0.65,ak,ak020d0bzaxy,2020-10-09T19:03:12.040Z,"34 km NNE of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-09T17:46:59.780Z,6.549,126.2107,147.96,4.3,mb,,95,0.813,0.79,us,us6000c74x,2020-10-09T18:32:35.040Z,"12 km NE of Nangan, Philippines",earthquake,9.5,6.9,0.106,28,reviewed,us,us
2020-10-09T17:35:19.446Z,67.3463,-163.4467,11,2.7,ml,,,,0.57,ak,ak020d0bf4lk,2020-10-09T18:42:16.040Z,"32 km SW of Noatak, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-10-09T17:31:13.704Z,67.255,-163.9431,5.3,2.5,ml,,,,0.36,ak,ak020d0be9jw,2020-10-09T20:12:00.040Z,"54 km SW of Noatak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-09T17:19:37.400Z,17.9188,-66.765,6,2.86,md,19,200,0.1273,0.26,pr,pr2020283011,2020-10-09T17:35:50.570Z,"9 km SSW of Tallaboa, Puerto Rico",earthquake,0.65,0.4,0.11,6,reviewed,pr,pr
2020-10-09T17:01:13.604Z,-19.0982,-174.0334,10,4.8,mb,,78,5.593,0.9,us,us6000c74m,2020-10-09T17:19:29.040Z,"49 km S of Neiafu, Tonga",earthquake,4.4,1.9,0.102,34,reviewed,us,us
2020-10-09T16:32:59.577Z,67.2628,-163.9278,8.8,3.4,ml,,,,0.43,ak,ak020d0at4y4,2020-10-09T19:31:04.465Z,"53 km SW of Noatak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T15:26:28.647Z,27.8841,56.3344,43.65,4.4,mb,,134,2.929,0.86,us,us6000c74a,2020-10-09T16:51:20.040Z,"77 km N of Bandar Abbas, Iran",earthquake,13,11.1,0.143,14,reviewed,us,us
2020-10-09T15:13:42.667Z,32.1018,-106.721,5.4,2.7,ml,,139,0.998,1.43,us,us6000c745,2020-10-09T20:56:30.450Z,"2 km SSW of La Mesa, New Mexico",earthquake,2.3,5.5,0.105,12,reviewed,us,us
2020-10-09T14:06:25.947Z,63.2381,-147.1398,6.6,2.7,ml,,,,0.91,ak,ak020d09gmgv,2020-10-12T13:14:32.040Z,"78 km WNW of Paxson, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-09T13:10:00.364Z,51.037,156.2908,124.51,4.4,mb,,171,2.249,0.4,us,us6000c71c,2020-10-12T12:49:12.040Z,"41 km NNE of Severo-Kuril’sk, Russia",earthquake,12.2,9.3,0.08,45,reviewed,us,us
2020-10-09T12:56:32.786Z,66.2461,-157.2994,0,3.3,ml,,,,0.66,ak,ak020d08khmf,2020-10-12T12:33:47.040Z,"71 km S of Shungnak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-10-09T11:46:32.450Z,17.652,-64.3165,71,3.5,md,10,188,1.6087,0.43,pr,pr2020283008,2020-10-09T14:24:22.987Z,"46 km E of Saint Croix, U.S. Virgin Islands",earthquake,8.5,7.06,0.05,5,reviewed,pr,pr
2020-10-09T11:40:16.697Z,38.1735,-117.9471,6.4,2.5,ml,26,44.94,0.036,0.1214,nn,nn00777926,2020-10-12T11:38:17.040Z,"Nevada",earthquake,,0.8,0.24,14,reviewed,nn,nn
2020-10-09T11:20:04.636Z,56.8034,-148.3853,27.3,3.5,ml,,,,0.79,ak,ak020d07ra33,2020-10-09T11:24:29.519Z,"252 km ESE of Chiniak, Alaska",earthquake,,5.4,,,automatic,ak,ak
2020-10-09T09:19:29.200Z,17.9508,-67.0191,5,2.5,md,8,224,0.0313,0.07,pr,pr2020283007,2020-10-09T09:34:03.397Z,"3 km SE of La Parguera, Puerto Rico",earthquake,0.37,0.46,0.26,4,reviewed,pr,pr
2020-10-09T08:55:50.734Z,-27.8873,-66.3767,152.19,5,mb,,79,2.662,0.95,us,us6000c701,2020-10-09T09:12:12.040Z,"34 km S of Andalgalá, Argentina",earthquake,9.5,7.5,0.087,42,reviewed,us,us
2020-10-09T07:55:49.590Z,17.9333,-66.911,7,2.72,md,22,199,0.0525,0.25,pr,pr2020283006,2020-10-10T04:42:42.040Z,"4 km S of Guánica, Puerto Rico",earthquake,0.59,0.31,0.27,7,reviewed,pr,pr
2020-10-09T07:23:28.750Z,17.931,-66.9198,7,2.69,md,22,210,0.0599,0.15,pr,pr2020283004,2020-10-09T07:51:25.313Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.61,0.3,0.23,9,reviewed,pr,pr
2020-10-09T07:16:17.300Z,17.9245,-66.908,7,2.73,md,20,214,0.0582,0.25,pr,pr2020283003,2020-10-09T07:45:07.810Z,"5 km S of Guánica, Puerto Rico",earthquake,0.63,0.34,0.18,5,reviewed,pr,pr
2020-10-09T07:04:48.520Z,17.937,-66.9166,7,2.88,md,21,205,0.0534,0.13,pr,pr2020283002,2020-10-10T04:38:41.040Z,"3 km SSW of Guánica, Puerto Rico",earthquake,0.53,0.27,0.3,15,reviewed,pr,pr
2020-10-09T06:27:50.655Z,14.921,-91.8755,112.15,4.5,mb,,137,0.431,0.62,us,us6000c6z8,2020-10-09T06:51:10.040Z,"4 km ESE of San Rafael Pie de la Cuesta, Guatemala",earthquake,8.7,5.3,0.095,32,reviewed,us,us
2020-10-09T06:01:59.651Z,-33.3141,-70.8527,79.33,4.2,mb,,52,0.123,0.78,us,us6000c6z1,2020-10-09T15:43:19.817Z,"3 km SE of Lampa, Chile",earthquake,5.6,7.9,0.263,4,reviewed,us,us
2020-10-09T05:57:41.428Z,2.1021,97.7007,60.1,4.5,mb,,91,0.802,0.99,us,us6000c6z4,2020-10-09T06:19:41.040Z,"22 km SSW of Singkil, Indonesia",earthquake,7,8.6,0.156,12,reviewed,us,us
2020-10-09T05:45:14.171Z,63.0487,-151.4974,2.7,2.9,ml,,,,0.79,ak,ak020d04c23m,2020-10-09T05:52:30.040Z,"56 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-09T05:00:53.716Z,-18.0278,-178.4405,633.37,4.3,mb,,114,3.351,0.68,us,us6000c6yk,2020-10-09T05:19:05.040Z,"237 km E of Levuka, Fiji",earthquake,13.6,5.5,0.081,43,reviewed,us,us
2020-10-09T04:34:01.366Z,69.2252,-143.7802,25.9,2.6,ml,,,,0.68,ak,ak020d03o58o,2020-10-09T04:51:38.040Z,"101 km S of Kaktovik, Alaska",earthquake,,557.9,,,automatic,ak,ak
2020-10-09T04:14:03.614Z,17.8389,-62.4897,13.69,4.6,mb,,60,0.581,0.39,us,us6000c6ya,2020-10-09T15:32:36.010Z,"58 km NNE of Nicola Town, Saint Kitts and Nevis",earthquake,2,5.1,0.07,60,reviewed,us,us
2020-10-09T04:11:45.317Z,-20.7247,-69.1395,104.28,4.3,mb,,58,0.58,0.9,us,us6000c6y9,2020-10-09T15:05:32.654Z,"119 km ESE of Iquique, Chile",earthquake,5.3,2.9,0.168,10,reviewed,us,us
